location_address1,location_address2,location_city,location_convocationLabel,location_fullAddress,location_giveBlood,location_givePlasma,location_givePlatelet,location_groupCode,location_id,location_latitude,location_longitude,location_name,location_phone,location_postCode,location_regionCode,location_regionName,location_samplingLocationCode,location_horaires,location_infos,location_metro,location_bus,location_tram,location_parking,location_debutInfos,location_finInfos,collection_date,collection_groupCode,collection_id,collection_isPublic,collection_isPublishable,collection_lpCode,collection_morningEndTime,collection_morningStartTime,collection_afternoonEndTime,collection_afternoonStartTime,collection_regionCode,collection_nature
,Rue de Westhouse,67150 Uttenheim,Salle des Fêtes,Rue de Westhouse 67150 Uttenheim,True,False,False,B67054,5015391,48.41007995605469,7.592797756195068,UTTENHEIM,,,020,EFS Grand Est,2,,,,,,,,,2023-06-05,B67054,803538,True,,2,,,20:00:00,17:00:00,020,
,Route de Holtzheim,67204 Achenheim,Salle Polyvalente,Route de Holtzheim 67204 Achenheim,True,False,False,B67001,5014990,48.576454162597656,7.6283183097839355,ACHENHEIM,,,020,EFS Grand Est,1,,,,,,,,,2023-07-17,B67001,798546,True,,1,,,20:00:00,17:00:00,020,
,Petite rue de l'Eglise,67230 Westhouse,SALLE SAINTE BARBE,Petite rue de l'Eglise 67230 Westhouse,True,False,False,B67526,5015148,48.396644592285156,7.5912017822265625,WESTHOUSE,,,020,EFS Grand Est,1,,,,,,,,,2023-06-14,B67526,802310,True,,1,,,20:00:00,17:00:00,020,
,Place de l'Hôtel de Ville,17400 ST JEAN D ANGELY,Salle Aliénor d'Aquitaine,Place de l'Hôtel de Ville 17400 ST JEAN D ANGELY,True,False,False,G17558,5029570,45.94520568847656,-0.5184800028800964,SAINT JEAN D'ANGELY,,,013,EFS Nouvelle Aquitaine,185,,,,,,,,,2023-05-09,G17558,832628,True,,185,13:00:00,08:00:00,,,013,
,Place de l'Hôtel de Ville,17400 ST JEAN D ANGELY,Salle Aliénor d'Aquitaine,Place de l'Hôtel de Ville 17400 ST JEAN D ANGELY,True,False,False,G17558,5029570,45.94520568847656,-0.5184800028800964,SAINT JEAN D'ANGELY,,,013,EFS Nouvelle Aquitaine,185,,,,,,,,,2023-06-10,G17558,832630,True,,185,13:00:00,08:00:00,,,013,
,Place de l'Hôtel de Ville,17400 ST JEAN D ANGELY,Salle Aliénor d'Aquitaine,Place de l'Hôtel de Ville 17400 ST JEAN D ANGELY,True,False,False,G17558,5029570,45.94520568847656,-0.5184800028800964,SAINT JEAN D'ANGELY,,,013,EFS Nouvelle Aquitaine,185,,,,,,,,,2023-08-05,G17558,832632,True,,185,13:00:00,08:00:00,,,013,
,Place de l'Hôtel de Ville,17400 ST JEAN D ANGELY,Salle Aliénor d'Aquitaine,Place de l'Hôtel de Ville 17400 ST JEAN D ANGELY,True,False,False,G17558,5028938,45.94520568847656,-0.5184800028800964,SAINT JEAN D'ANGELY soir,,,013,EFS Nouvelle Aquitaine,2,,,,,,,,,2023-07-04,G17558,832631,True,,2,,,19:00:00,15:00:00,013,
,ROUTE DE RIVAS,42330 CUZIEU,SALLE POLYVALENTE ERA,ROUTE DE RIVAS 42330 CUZIEU,True,False,False,D4S092,5018253,45.60527420043945,4.258173942565918,SALLE POLYVALENTE ERA SOIR,,,024,EFS Auvergne-Rhône Alpes,692,,,,,,,,,2023-05-26,D4S092,836159,True,,692,,,19:00:00,15:30:00,024,
,2 Place de l'Europe,68600 HETTENSCHLAG,Ecole,2 Place de l'Europe 68600 HETTENSCHLAG,True,False,False,Y68074,5042180,48.004276275634766,7.459813594818115,HETTENSCHLAG,,,020,EFS Grand Est,1,,,,,,,,,2023-07-11,Y68074,801540,True,,1,,,19:30:00,16:30:00,020,
,Rue de la Forêt,67230 Huttenheim,Salle Polyvalente,Rue de la Forêt 67230 Huttenheim,True,False,False,B67216,5019615,48.3610954284668,7.583454608917236,HUTTENHEIM,,,020,EFS Grand Est,2,,,,,,,,,2023-07-03,B67216,802350,True,,2,,,20:00:00,17:00:00,020,
,26 route de Matha,17160 BLANZAC LES MATHA,Salle Polyvalente,26 route de Matha 17160 BLANZAC LES MATHA,True,False,False,G17525,5037924,45.87139892578125,-0.34886088967323303,BLANZAC LES MATHA,,,013,EFS Nouvelle Aquitaine,4,,,,,,,,,2023-07-01,G17525,817508,True,,4,13:00:00,08:00:00,,,013,
,9 RUE NERARD,69009 LYON,LES COMPAGNONS DU DEVOIR,9 RUE NERARD 69009 LYON,True,False,False,TD2000,5034577,45.776336669921875,4.803229331970215,VAISE-COMPAGNONS DU DEVOIR am,,,024,EFS Auvergne-Rhône Alpes,3,,,,,,,,,2023-07-07,TD2000,815908,True,,3,,,19:00:00,15:00:00,024,
,1 avenue Rives de l'Ill,68110 ILLZACH,Salle des Fêtes ,1 avenue Rives de l'Ill 68110 ILLZACH,True,False,False,BHA070,5015041,47.77821350097656,7.354488372802734,ILLZACH,,,020,EFS Grand Est,MANS,,,,,,,,,2023-05-17,BHA070,801463,True,,MANS,,,19:30:00,15:30:00,020,
,Route de Berstett,67370 Pfettisheim,SALLE DE LA TENAILLE,Route de Berstett 67370 Pfettisheim,True,False,False,B67374,5020468,48.661773681640625,7.648025989532471,PFETTISHEIM,,,020,EFS Grand Est,1,,,,,,,,,2023-06-05,B67374,802252,True,,1,,,20:00:00,16:30:00,020,
,164 ROUTE DE GENEVE,01640 ST JEAN LE VIEUX,SALLE DES FETES,164 ROUTE DE GENEVE 01640 ST JEAN LE VIEUX,True,False,False,TV0173,4973167,46.0061149597168,5.360284805297852,ST JEAN LE VIEUX soir,,,024,EFS Auvergne-Rhône Alpes,4,,,,,,,,,2023-07-04,TV0173,806599,True,,4,,,18:30:00,15:00:00,024,
,RUE JEAN CLAUDE MARTIN,69290 CRAPONNE,ESPACE GASTON REBUFFAT,RUE JEAN CLAUDE MARTIN 69290 CRAPONNE,True,False,False,TD3014,5015549,45.744564056396484,4.726535797119141,CRAPONNE am,,,024,EFS Auvergne-Rhône Alpes,1,,,,,,,,,2023-06-22,TD3014,794552,True,,1,,,19:30:00,15:30:00,024,
,65 BOULEVARD DES CANUTS,69004 LYON,SALLE DE LA FICELLE - METRO HENON,65 BOULEVARD DES CANUTS 69004 LYON,True,False,False,TD2017,5020269,45.78035354614258,4.827140808105469,CROIX ROUSSE am uniquement,,,024,EFS Auvergne-Rhône Alpes,2,,,,,,,,,2023-06-30,TD2017,822283,True,,2,,,19:00:00,15:00:00,024,
,rue de Heimersdorf,68580 BISEL,Salle polyvalente,rue de Heimersdorf 68580 BISEL,True,False,False,BHA582,5020707,47.53891372680664,7.218020439147949,BISEL (SP),,,020,EFS Grand Est,1,,,,,,,,,2023-05-31,BHA582,801481,True,,1,,,19:30:00,16:30:00,020,
,Chemin des Mottes,85220 COEX,Espace Val du Parc,Chemin des Mottes 85220 COEX,True,False,False,O85046,5010892,46.69810104370117,-1.7573504447937012,Espace Val du Parc (AM),,,023,EFS Centre-Pays de la Loire,3,,,,,,,,,2023-07-21,O85046,807310,True,,3,,,19:30:00,15:30:00,023,
,12 RUE Jules FERRY,69160 TASSIN LA DEMI LUNE,ESPACE Jules FERRY,12 RUE Jules FERRY 69160 TASSIN LA DEMI LUNE,True,False,False,TD3016,5021866,45.760284423828125,4.773930549621582,TASSIN après midi JF long,,,024,EFS Auvergne-Rhône Alpes,1,,,,,,,,,2023-06-12,TD3016,824895,True,,1,,,19:00:00,15:00:00,024,
La Belle Eugénie,3 rue La Belle-Eugénie,85150 LSE ACHARDS,Entreprise PRB,La Belle Eugénie 3 rue La Belle-Eugénie 85150 LSE ACHARDS,True,False,False,O85151,5042248,46.61820983886719,-1.6592055559158325,Entreprise PRB,,,023,EFS Centre-Pays de la Loire,1,,,,,,,,,2023-07-24,O85151,845510,False,,1,15:00:00,11:30:00,,,023,
,46 Rue de l'Herbe,67370 Berstett,Salle des Fêtes,46 Rue de l'Herbe 67370 Berstett,True,False,False,B67034,5031942,48.682884216308594,7.654221534729004,BERSTETT - SALLE DES FETES,,,020,EFS Grand Est,1,,,,,,,,,2023-08-14,B67034,802371,True,,1,,,20:00:00,16:30:00,020,
,39 rue de l 'aunis,17220 SAINTE SOULLE,maison des associations,39 rue de l 'aunis 17220 SAINTE SOULLE,True,False,False,G17094,5039044,46.18690872192383,-1.01328444480896,maison des Associations,,,013,EFS Nouvelle Aquitaine,5,,,,,,,,,2023-05-09,G17094,866301,True,,5,,,19:00:00,15:30:00,013,
Espace ZUBER,10 rue de la Bourse,68100 MULHOUSE,Société Industrielle de Mulhouse,Espace ZUBER 10 rue de la Bourse 68100 MULHOUSE,True,False,False,BHA344,5042111,47.74458312988281,7.343008041381836,VILLE DE MULHOUSE (SIM am),,,020,EFS Grand Est,9,,,,,,,,,2023-06-30,BHA344,801518,True,,9,,,19:00:00,13:30:00,020,
Espace ZUBER,10 rue de la Bourse,68100 MULHOUSE,Société Industrielle de Mulhouse,Espace ZUBER 10 rue de la Bourse 68100 MULHOUSE,True,False,False,BHA344,5042108,47.74458312988281,7.343008041381836,VILLE DE MULHOUSE (SIM m),,,020,EFS Grand Est,8,,,,,,,,,2023-06-30,BHA344,801516,True,,8,14:30:00,10:00:00,,,020,
,Route de Bindernheim,67600 Hilsenheim,Maison des Associations,Route de Bindernheim 67600 Hilsenheim,True,False,False,B67196,5041670,48.290008544921875,7.573192596435547,HILSENHEIM - MAISON DES ASSO,,,020,EFS Grand Est,2,,,,,,,,,2023-07-11,B67196,804269,True,,2,,,19:30:00,16:30:00,020,
,Place du Général de Gaulle,85150 LA MOTHE ACHARD,Espace Culturel George-Sand,Place du Général de Gaulle 85150 LA MOTHE ACHARD,True,False,False,O85133,4970210,46.616878509521484,-1.6598349809646606,Espace Culturel (AM),,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-05-10,O85133,807488,True,,2,,,19:30:00,15:30:00,023,
,Place du Général de Gaulle,85150 LA MOTHE ACHARD,Espace Culturel George-Sand,Place du Général de Gaulle 85150 LA MOTHE ACHARD,True,False,False,O85133,4970210,46.616878509521484,-1.6598349809646606,Espace Culturel (AM),,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-05-17,O85133,807491,True,,2,,,19:30:00,15:30:00,023,
,Place du Général de Gaulle,85150 LA MOTHE ACHARD,Espace Culturel George-Sand,Place du Général de Gaulle 85150 LA MOTHE ACHARD,True,False,False,O85133,4970210,46.616878509521484,-1.6598349809646606,Espace Culturel (AM),,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-07-12,O85133,807299,True,,2,,,19:30:00,15:30:00,023,
,Place du Général de Gaulle,85150 LA MOTHE ACHARD,Espace Culturel George-Sand,Place du Général de Gaulle 85150 LA MOTHE ACHARD,True,False,False,O85133,4970210,46.616878509521484,-1.6598349809646606,Espace Culturel (AM),,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-07-18,O85133,807303,True,,2,,,19:30:00,15:30:00,023,
,34 AVENUE Joséphine GUILLON,01700 MIRIBEL,SALLE L'ALLEGRO,34 AVENUE Joséphine GUILLON 01700 MIRIBEL,True,False,False,TD1027,5033011,45.82723617553711,4.95775032043457,MIRIBEL am long seul,,,024,EFS Auvergne-Rhône Alpes,3,,,,,,,,,2023-07-06,TD1027,817750,True,,3,,,19:00:00,14:30:00,024,
,Rue du Dr.Sieffermann,67230 Benfeld,Cercle catholique,Rue du Dr.Sieffermann 67230 Benfeld,True,False,False,B67028,5015125,48.368412017822266,7.595726013183594,BENFELD,,,020,EFS Grand Est,1,,,,,,,,,2023-07-28,B67028,800267,True,,1,,,20:00:00,17:00:00,020,
,2 Fosse Malard,22800 QUINTIN,SALLE DES FETES,2 Fosse Malard 22800 QUINTIN,True,False,False,F10153,5039088,48.400962829589844,-2.904567241668701,QUINTIN sdf AM1,,,016,EFS Bretagne,1300,,,,,,,,,2023-05-17,F10153,835631,True,,1300,,,19:00:00,14:30:00,016,
,2 Fosse Malard,22800 QUINTIN,SALLE DES FETES,2 Fosse Malard 22800 QUINTIN,True,False,False,F10153,5039088,48.400962829589844,-2.904567241668701,QUINTIN sdf AM1,,,016,EFS Bretagne,1300,,,,,,,,,2023-07-19,F10153,836630,True,,1300,,,19:00:00,14:30:00,016,
,Rue du Foyer,67810 Holtzheim,Foyer Saint Laurent,Rue du Foyer 67810 Holtzheim,True,False,False,B67212,5015066,48.55781173706055,7.638123035430908,HOLTZHEIM - Foyer,,,020,EFS Grand Est,1,,,,,,,,,2023-06-20,B67212,801103,True,,1,,,20:00:00,17:00:00,020,
,RUE JOSEPH GILLET,42140 CHAZELLES SUR LYON,SALLE POLYVALENTE,RUE JOSEPH GILLET 42140 CHAZELLES SUR LYON,True,False,False,D4S068,5016425,45.633602142333984,4.389692783355713,SALLE POLY MATIN,,,024,EFS Auvergne-Rhône Alpes,689,,,,,,,,,2023-06-19,D4S068,835559,True,,689,12:00:00,09:00:00,,,024,
,RUE JOSEPH GILLET,42140 CHAZELLES SUR LYON,SALLE POLYVALENTE,RUE JOSEPH GILLET 42140 CHAZELLES SUR LYON,True,False,False,D4S068,5016423,45.633602142333984,4.389692783355713,SALLE POLY SOIR,,,024,EFS Auvergne-Rhône Alpes,2,,,,,,,,,2023-06-19,D4S068,835561,True,,2,,,19:00:00,15:30:00,024,
,8 A rue de Mulhouse,68390 SAUSHEIM,Salle de gymnastique,8 A rue de Mulhouse 68390 SAUSHEIM,True,False,False,BHA079,5015424,47.78440475463867,7.366885185241699,SAUSHEIM,,,020,EFS Grand Est,1,,,,,,,,,2023-05-17,BHA079,799042,True,,1,,,19:30:00,16:00:00,020,
,8 A rue de Mulhouse,68390 SAUSHEIM,Salle de gymnastique,8 A rue de Mulhouse 68390 SAUSHEIM,True,False,False,BHA079,5015424,47.78440475463867,7.366885185241699,SAUSHEIM,,,020,EFS Grand Est,1,,,,,,,,,2023-07-19,BHA079,799093,True,,1,,,19:30:00,16:00:00,020,
Gymnase du Nordfeld,43 Avenue Alphonse Juin,68200 MULHOUSE,MAIRIE DE MULHOUSE,Gymnase du Nordfeld 43 Avenue Alphonse Juin 68200 MULHOUSE,True,False,False,BHD041,5037000,47.75469207763672,7.351850509643555,MAIRIE DE MULHOUSE,,,020,EFS Grand Est,MANS,,,,,,,,,2023-06-05,BHD041,799052,True,,MANS,12:00:00,08:00:00,15:00:00,13:30:00,020,
,Rue de la Salle des Fêtes,67960 Entzheim,Salle de l'Escale,Rue de la Salle des Fêtes 67960 Entzheim,True,False,False,B67124,5032626,48.535579681396484,7.635949611663818,ENTZHEIM ,,,020,EFS Grand Est,2,,,,,,,,,2023-06-19,B67124,787537,True,,2,,,20:00:00,17:00:00,020,
,rue de la Roche Blanche,44350 ST MOLF,Salle des Sports,rue de la Roche Blanche 44350 ST MOLF,True,False,False,O44690,5035070,47.39487075805664,-2.4251320362091064,Salle des Sports,,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-07-31,O44690,799234,True,,2,,,19:30:00,16:00:00,023,
,RUE DE LA LIBERATION,01500 ST MAURICE DE REMENS,SALLE PLURIVALENTE,RUE DE LA LIBERATION 01500 ST MAURICE DE REMENS,True,False,False,TV1006,5035499,45.95923614501953,5.275576114654541,ST MAURICE DE REMENS,,,024,EFS Auvergne-Rhône Alpes,4,,,,,,,,,2023-08-11,TV1006,802681,True,,4,,,19:00:00,15:30:00,024,
,Rue de la Forêt,68560 HEIMERSDORF,Salle Polyvalente,Rue de la Forêt 68560 HEIMERSDORF,True,False,False,BHA602,5041294,47.56842041015625,7.244494915008545,HEIMERSDORF,,,020,EFS Grand Est,MANS,,,,,,,,,2023-07-21,BHA602,801580,True,,MANS,,,19:30:00,16:30:00,020,
,11 rue du Molaret,01430 VIEU D'IZENAVE,SALLE POLYVALENTE,11 rue du Molaret 01430 VIEU D'IZENAVE,True,False,False,TV0192,5018825,46.081268310546875,5.529507160186768,VIEU D'IZENAVE soir,,,024,EFS Auvergne-Rhône Alpes,2,,,,,,,,,2023-06-23,TV0192,807177,True,,2,,,18:30:00,15:30:00,024,
,Chemin de la Scheer,67150 Schaeffersheim,Salle de l'Etang,Chemin de la Scheer 67150 Schaeffersheim,True,False,False,B67438,5040550,48.4316520690918,7.618206977844238,SCHAEFFERSHEIM - ETANG,,,020,EFS Grand Est,3,,,,,,,,,2023-07-24,B67438,805475,True,,3,,,20:00:00,17:00:00,020,
,Place de la Mairie,85230 ST URBAIN,Salle communale ,Place de la Mairie 85230 ST URBAIN,True,False,False,O85199,5014234,46.902896881103516,-1.998565435409546,Salle communale (AM),,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-07-04,O85199,807290,True,,2,,,19:30:00,16:00:00,023,
,17 RUE DU PR HENRI MONDOR,15210 YDES,CENTRE SOCIO-CULTUREL,17 RUE DU PR HENRI MONDOR 15210 YDES,True,False,False,D15157,5015660,45.34400939941406,2.434023141860962,CENTRE SOCIO-CULTUREL SOIR,,,024,EFS Auvergne-Rhône Alpes,2,,,,,,,,,2023-07-11,D15157,820079,True,,2,,,19:00:00,15:00:00,024,
,60 Rue de Muttersholtz,67820 Wittisheim,Salle Polyvalente,60 Rue de Muttersholtz 67820 Wittisheim,True,False,False,B67547,5022787,48.265052795410156,7.575376987457275,WITTISHEIM,,,020,EFS Grand Est,1,,,,,,,,,2023-06-19,B67547,801052,True,,1,,,20:00:00,17:00:00,020,
,place Loisirs,85220 ST MAIXENT SUR VIE,Salle Henri Morisseau,place Loisirs 85220 ST MAIXENT SUR VIE,True,False,False,O85178,5022607,46.740089416503906,-1.82156503200531,Salle Henri Morisseau (AM),,,023,EFS Centre-Pays de la Loire,1,,,,,,,,,2023-05-22,O85178,807493,True,,1,,,19:30:00,15:30:00,023,
rez de chaussée,12 rue de Lorraine,68390 BALDERSHEIM,Salle polyvalente,rez de chaussée 12 rue de Lorraine 68390 BALDERSHEIM,True,False,False,BHA252,5015045,47.798030853271484,7.382742881774902,BALDERSHEIM,,,020,EFS Grand Est,MANS,,,,,,,,,2023-06-01,BHA252,801483,True,,MANS,,,19:30:00,16:30:00,020,
,Rue de la Solidarité,22170 PLELO,SALLE POLYVALENTE,Rue de la Solidarité 22170 PLELO,True,False,False,F10108,5019339,48.5543098449707,-2.946316957473755,PLELO Salle Poly AM1,,,016,EFS Bretagne,2,,,,,,,,,2023-06-13,F10108,835648,True,,2,,,19:00:00,15:00:00,016,
,Rue Guépin,44770 PREFAILLES,Espace culturel,Rue Guépin 44770 PREFAILLES,True,False,False,O44085,5021511,47.13017654418945,-2.220428705215454,Espace Culturel,,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-08-11,O44085,795400,True,,2,13:00:00,10:00:00,,,023,
,LE BOURG,42610 ST ROMAIN LE PUY,SALLE DES FETES G CLAVELLOUX,LE BOURG 42610 ST ROMAIN LE PUY,True,False,False,D4S347,5020754,45.55481719970703,4.12433385848999,SALLE DES FETES SOIR,,,024,EFS Auvergne-Rhône Alpes,2,,,,,,,,,2023-06-29,D4S347,838995,True,,2,,,19:00:00,16:00:00,024,
,Le Village,01430 ST MARTIN DU FRENE,SALLE DES CHATEAUX,Le Village 01430 ST MARTIN DU FRENE,True,False,False,TV0222,4972631,46.093143463134766,5.563350677490234,ST MARTIN DU FRESNE,,,024,EFS Auvergne-Rhône Alpes,1,,,,,,,,,2023-05-31,TV0222,802555,True,,1,13:00:00,10:00:00,,,024,
,7 rue Henri de Bournazel,19700 SEILHAC,Maison des Associations,7 rue Henri de Bournazel 19700 SEILHAC,True,False,False,CY2030,4994740,45.367610931396484,1.71424400806427,MAISON DES ASSOCIATIONS p.m,,,013,EFS Nouvelle Aquitaine,3023,,,,,,,,,2023-05-17,CY2030,818334,True,,3023,,,19:00:00,15:00:00,013,
,7 rue Henri de Bournazel,19700 SEILHAC,Maison des Associations,7 rue Henri de Bournazel 19700 SEILHAC,True,False,False,CY2030,4994740,45.367610931396484,1.71424400806427,MAISON DES ASSOCIATIONS p.m,,,013,EFS Nouvelle Aquitaine,3023,,,,,,,,,2023-07-18,CY2030,818335,True,,3023,,,19:00:00,15:00:00,013,
,Rue Poincaré,67390 Marckolsheim,Salle des Fêtes,Rue Poincaré 67390 Marckolsheim,True,False,False,B67281,5015403,48.16529083251953,7.546156406402588,MARCKOLSHEIM - SDF,,,020,EFS Grand Est,1,,,,,,,,,2023-06-07,B67281,795531,True,,1,,,20:00:00,16:30:00,020,
,Rue Poincaré,67390 Marckolsheim,Salle des Fêtes,Rue Poincaré 67390 Marckolsheim,True,False,False,B67281,5015403,48.16529083251953,7.546156406402588,MARCKOLSHEIM - SDF,,,020,EFS Grand Est,1,,,,,,,,,2023-08-11,B67281,795533,True,,1,,,20:00:00,16:30:00,020,
,RUE ARNAUD,43250 STE FLORINE,SALLE POLYVALENTE,RUE ARNAUD 43250 STE FLORINE,True,False,False,D43119,5018798,45.40150833129883,3.3187010288238525,SALLE POLYVALENTE,,,024,EFS Auvergne-Rhône Alpes,1205,,,,,,,,,2023-06-29,D43119,835513,True,,1205,,,19:00:00,16:00:00,024,
,Rue Louis Pasteur,67580 Mertzwiller,Espace Grappelli,Rue Louis Pasteur 67580 Mertzwiller,True,False,False,B67291,5021954,48.86764907836914,7.687645435333252,MERTZWILLER - ESPACE GRAPPELLI,,,020,EFS Grand Est,2,,,,,,,,,2023-05-15,B67291,795530,True,,2,,,20:00:00,17:00:00,020,
,Rue Louis Pasteur,67580 Mertzwiller,Espace Grappelli,Rue Louis Pasteur 67580 Mertzwiller,True,False,False,B67291,5021954,48.86764907836914,7.687645435333252,MERTZWILLER - ESPACE GRAPPELLI,,,020,EFS Grand Est,2,,,,,,,,,2023-07-10,B67291,795532,True,,2,,,20:00:00,17:00:00,020,
,1 rue de l'Ecole,68740 MUNCHHOUSE,Salle polyvalente,1 rue de l'Ecole 68740 MUNCHHOUSE,True,False,False,BHA347,5018842,47.911136627197266,7.4453277587890625,MUNCHHOUSE (S.Polyvalente),,,020,EFS Grand Est,1,,,,,,,,,2023-06-23,BHA347,801508,True,,1,,,19:30:00,16:30:00,020,
,1 PLACE DE LA COMEDIE,69001 LYON,SALONS DE L'HOTEL DE VILLE ,1 PLACE DE LA COMEDIE 69001 LYON,True,False,False,TD5697,5020711,45.76754379272461,4.83418607711792,JMDS Lyon 1er (am),,,024,EFS Auvergne-Rhône Alpes,2,,,,,,,,,2023-06-15,TD5697,830826,True,,2,,,19:00:00,15:30:00,024,
,1 PLACE DE LA COMEDIE,69001 LYON,SALONS DE L'HOTEL DE VILLE ,1 PLACE DE LA COMEDIE 69001 LYON,True,False,False,TD5697,5020711,45.76754379272461,4.83418607711792,JMDS Lyon 1er (am),,,024,EFS Auvergne-Rhône Alpes,2,,,,,,,,,2023-06-16,TD5697,830828,True,,2,,,19:00:00,15:30:00,024,
,1 PLACE DE LA COMEDIE,69001 LYON,SALONS DE L'HOTEL DE VILLE,1 PLACE DE LA COMEDIE 69001 LYON,True,False,False,TD5697,5020729,45.76754379272461,4.83418607711792,JMDS Lyon 1er (matin),,,024,EFS Auvergne-Rhône Alpes,1,,,,,,,,,2023-06-15,TD5697,830822,True,,1,14:00:00,09:00:00,,,024,
,1 PLACE DE LA COMEDIE,69001 LYON,SALONS DE L'HOTEL DE VILLE,1 PLACE DE LA COMEDIE 69001 LYON,True,False,False,TD5697,5020729,45.76754379272461,4.83418607711792,JMDS Lyon 1er (matin),,,024,EFS Auvergne-Rhône Alpes,1,,,,,,,,,2023-06-16,TD5697,830827,True,,1,14:00:00,09:00:00,,,024,
,ROUTE DE CUZIEU,42330 ST GALMIER,SALLE DE L HIPPODROME PREAU ENGHIEN,ROUTE DE CUZIEU 42330 ST GALMIER,True,False,False,D4S327,5015578,45.59665298461914,4.300467491149902,SALLE DE L HIPPODROME SOIR,,,024,EFS Auvergne-Rhône Alpes,728,,,,,,,,,2023-06-13,D4S327,828116,True,,728,,,19:00:00,16:00:00,024,
,2 avenue Gambetta,44380 PORNICHET,Salle Hoedic,2 avenue Gambetta 44380 PORNICHET,True,False,False,O44607,5042264,47.263427734375,-2.3405709266662598,Salle Hoedic,,,023,EFS Centre-Pays de la Loire,10,,,,,,,,,2023-06-19,O44607,817251,True,,10,,,19:30:00,16:30:00,023,
,place du Vieux Lavoir,19230 ARNAC POMPADOUR,SALLE POLYVALENTE,place du Vieux Lavoir 19230 ARNAC POMPADOUR,True,False,False,CY0540,5019620,45.39833068847656,1.3838850259780884,SALLE POLYVALENTE  a.m,,,013,EFS Nouvelle Aquitaine,2254,,,,,,,,,2023-06-15,CY0540,818366,True,,2254,15:00:00,10:00:00,,,013,
,Stade Andlau,67150 Hindisheim,Club House Union Sportive,Stade Andlau 67150 Hindisheim,True,False,False,B67197,5015178,48.46870040893555,7.6392388343811035,HINDISHEIM - CLUB HOUSE,,,020,EFS Grand Est,1,,,,,,,,,2023-06-09,B67197,805275,True,,1,,,20:00:00,17:00:00,020,
SALLE COLUCHE,RUE DU LENN,56190 AMBON,ESPACE DU LENN,SALLE COLUCHE RUE DU LENN 56190 AMBON,True,False,False,F30328,5037190,47.55291748046875,-2.551254987716675,AMBON-ESPACE DU LENN 14h30 19h,,,016,EFS Bretagne,10,,,,,,,,,2023-06-19,F30328,805929,True,,10,,,19:00:00,14:30:00,016,
SALLE COLUCHE,RUE DU LENN,56190 AMBON,ESPACE DU LENN,SALLE COLUCHE RUE DU LENN 56190 AMBON,True,False,False,F30328,5038973,47.55291748046875,-2.551254987716675,AMBON    14 h 30 - 18 h 45,,,016,EFS Bretagne,12,,,,,,,,,2023-06-20,F30328,805930,True,,12,,,18:45:00,14:30:00,016,
,Rue des Bois,67150 Limersheim,Foyer-Club St Denis - Salle Polyvalente,Rue des Bois 67150 Limersheim,True,False,False,B67266,5015138,48.454566955566406,7.637122631072998,LIMERSHEIM,,,020,EFS Grand Est,1,,,,,,,,,2023-07-21,B67266,803831,True,,1,,,20:00:00,17:30:00,020,
L'ARONDE,20 rue d'Alsace,68400 RIEDISHEIM,Salle 1er étage,L'ARONDE 20 rue d'Alsace 68400 RIEDISHEIM,True,False,False,BHA046,5040185,47.74442672729492,7.366486072540283,RIEDISHEIM (Aronde 1er),,,020,EFS Grand Est,2,,,,,,,,,2023-06-21,BHA046,799065,True,,2,,,19:30:00,15:30:00,020,
L'ARONDE,20 rue d'Alsace,68400 RIEDISHEIM,Salle 1er étage,L'ARONDE 20 rue d'Alsace 68400 RIEDISHEIM,True,False,False,BHA046,5040185,47.74442672729492,7.366486072540283,RIEDISHEIM (Aronde 1er),,,020,EFS Grand Est,2,,,,,,,,,2023-08-16,BHA046,799123,True,,2,,,19:30:00,15:30:00,020,
,6 rue des Violettes,68740 RUSTENHART,Salle des Fêtes,6 rue des Violettes 68740 RUSTENHART,True,False,False,BA7405,5020942,47.94157028198242,7.4652299880981445,RUSTENHART,,,020,EFS Grand Est,1,,,,,,,,,2023-06-28,BA7405,801513,True,,1,,,19:30:00,16:30:00,020,
,Rue du Stade,67150 Matzenheim,Ecole Primaire des Tilleuls,Rue du Stade 67150 Matzenheim,True,False,False,B67285,5015234,48.394187927246094,7.625593185424805,MATZENHEIM Ecole Primaire,,,020,EFS Grand Est,4,,,,,,,,,2023-06-21,B67285,800673,True,,4,,,20:00:00,17:00:00,020,
,RUE DU PRATELLO,56660 SAINT JEAN BREVELAY,SALLE DES FETES DU VERTIN,RUE DU PRATELLO 56660 SAINT JEAN BREVELAY,True,False,False,F30384,5041562,47.848907470703125,-2.7234299182891846,ST JEAN BREVELAY 14 h 30 -,,,016,EFS Bretagne,2,,,,,,,,,2023-05-15,F30384,811265,True,,2,,,18:30:00,14:30:00,016,
